x,y,z,roll,pitch,yaw
0.4,0,0.499993,3.14159,-0,3.14159
0.4,0,0.499992,3.14159,-0,3.14159
0.4,0,0.499992,3.14159,-0,3.14159
0.4,0,0.499992,3.14159,-0,3.14159
0.4,0,0.499992,3.14159,-0,3.14159
0.4,0,0.499992,3.14159,-0,3.14159
0.4,0,0.499991,3.14159,-0,3.14159
0.4,0,0.499991,3.14159,-0,3.14159
0.4,0,0.499991,3.14159,-0,3.14159
0.4,0,0.499991,3.14159,-0,3.14159
0.4,0,0.49999,3.14159,-0,3.14159
0.4,0,0.49999,3.14159,-0,3.14159
0.4,0,0.49999,3.14159,-0,3.14159
0.4,0,0.49999,3.14159,-0,3.14159
0.4,0,0.499989,3.14159,-0,3.14159
0.4,0,0.499989,3.14159,-0,3.14159
0.4,0,0.499989,3.14159,-0,3.14159
0.4,0,0.499988,3.14159,-0,3.14159
0.4,0,0.499988,3.14159,-0,3.14159
0.4,0,0.499988,3.14159,-0,3.14159
0.4,0,0.499987,3.14159,-0,3.14159
0.4,0,0.499987,3.14159,-0,3.14159
0.4,0,0.499987,3.14159,-0,3.14159
0.4,0,0.499986,3.14159,-0,3.14159
0.4,0,0.499986,3.14159,-0,3.14159
0.4,0,0.499986,3.14159,-0,3.14159
0.4,0,0.499985,3.14159,-0,3.14159
0.4,0,0.499985,3.14159,-0,3.14159
0.4,0,0.499985,3.14159,-0,3.14159
0.4,0,0.499984,3.14159,-0,3.14159
0.4,0,0.499984,3.14159,-0,3.14159
0.4,0,0.499983,3.14159,-0,3.14159
0.4,0,0.499983,3.14159,-0,3.14159
0.4,0,0.499983,3.14159,-0,3.14159
0.4,0,0.499982,3.14159,-0,3.14159
0.4,0,0.499982,3.14159,-0,3.14159
0.4,0,0.499981,3.14159,-0,3.14159
0.4,0,0.499981,3.14159,-0,3.14159
0.4,0,0.49998,3.14159,-0,3.14159
0.4,0,0.49998,3.14159,-0,3.14159
0.4,0,0.499979,3.14159,-0,3.14159
0.4,0,0.499979,3.14159,-0,3.14159
0.4,0,0.499979,3.14159,-0,3.14159
0.4,0,0.499978,3.14159,-0,3.14159
0.4,0,0.499977,3.14159,-0,3.14159
0.4,0,0.499977,3.14159,-0,3.14159
0.4,0,0.499976,3.14159,-0,3.14159
0.4,0,0.499976,3.14159,-0,3.14159
0.4,0,0.499975,3.14159,-0,3.14159
0.4,0,0.499975,3.14159,-0,3.14159
0.4,0,0.499974,3.14159,-0,3.14159
0.4,0,0.499974,3.14159,-0,3.14159
0.4,0,0.499973,3.14159,-0,3.14159
0.4,0,0.499972,3.14159,-0,3.14159
0.4,0,0.499972,3.14159,-0,3.14159
0.4,0,0.499971,3.14159,-0,3.14159
0.4,0,0.49997,3.14159,-0,3.14159
0.4,0,0.49997,3.14159,-0,3.14159
0.4,0,0.499969,3.14159,-0,3.14159
0.4,0,0.499968,3.14159,-0,3.14159
0.4,0,0.499968,3.14159,-0,3.14159
0.4,0,0.499967,3.14159,-0,3.14159
0.4,0,0.499966,3.14159,-0,3.14159
0.4,0,0.499965,3.14159,-0,3.14159
0.4,0,0.499965,3.14159,-0,3.14159
0.4,0,0.499964,3.14159,-0,3.14159
0.4,0,0.499963,3.14159,-0,3.14159
0.4,0,0.499962,3.14159,-0,3.14159
0.4,0,0.499961,3.14159,-0,3.14159
0.4,0,0.499961,3.14159,-0,3.14159
0.4,0,0.49996,3.14159,-0,3.14159
0.4,0,0.499959,3.14159,-0,3.14159
0.4,0,0.499958,3.14159,-0,3.14159
0.4,0,0.499957,3.14159,-0,3.14159
0.4,0,0.499956,3.14159,-0,3.14159
0.4,0,0.499955,3.14159,-0,3.14159
0.4,0,0.499954,3.14159,-0,3.14159
0.4,0,0.499953,3.14159,-0,3.14159
0.4,0,0.499952,3.14159,-0,3.14159
0.4,0,0.499951,3.14159,-0,3.14159
0.4,0,0.49995,3.14159,-0,3.14159
0.4,0,0.499949,3.14159,-0,3.14159
0.4,0,0.499948,3.14159,-0,3.14159
0.4,0,0.499947,3.14159,-0,3.14159
0.4,0,0.499946,3.14159,-0,3.14159
0.4,0,0.499945,3.14159,-0,3.14159
0.4,0,0.499944,3.14159,-0,3.14159
0.4,0,0.499942,3.14159,-0,3.14159
0.4,0,0.499941,3.14159,-0,3.14159
0.4,0,0.49994,3.14159,-0,3.14159
0.4,0,0.499939,3.14159,-0,3.14159
0.4,0,0.499938,3.14159,-0,3.14159
0.4,0,0.499936,3.14159,-0,3.14159
0.4,0,0.499935,3.14159,-0,3.14159
0.4,0,0.499934,3.14159,-0,3.14159
0.4,0,0.499932,3.14159,-0,3.14159
0.4,0,0.499931,3.14159,-0,3.14159
0.4,0,0.49993,3.14159,-0,3.14159
0.4,0,0.499928,3.14159,-0,3.14159
0.4,0,0.499927,3.14159,-0,3.14159
0.4,0,0.499925,3.14159,-0,3.14159
0.4,0,0.499924,3.14159,-0,3.14159
0.4,0,0.499922,3.14159,-0,3.14159
0.4,0,0.499921,3.14159,-0,3.14159
0.4,0,0.499919,3.14159,-0,3.14159
0.4,0,0.499918,3.14159,-0,3.14159
0.4,0,0.499916,3.14159,-0,3.14159
0.4,0,0.499915,3.14159,-0,3.14159
0.4,0,0.499913,3.14159,-0,3.14159
0.4,0,0.499911,3.14159,-0,3.14159
0.4,0,0.499909,3.14159,-0,3.14159
0.4,0,0.499908,3.14159,-0,3.14159
0.4,0,0.499906,3.14159,-0,3.14159
0.4,0,0.499904,3.14159,-0,3.14159
0.4,0,0.499902,3.14159,-0,3.14159
0.4,0,0.499901,3.14159,-0,3.14159
0.4,0,0.499899,3.14159,-0,3.14159
0.4,0,0.499897,3.14159,-0,3.14159
0.4,0,0.499895,3.14159,-0,3.14159
0.4,0,0.499893,3.14159,-0,3.14159
0.4,0,0.499891,3.14159,-0,3.14159
0.4,0,0.499889,3.14159,-0,3.14159
0.4,0,0.499887,3.14159,-0,3.14159
0.4,0,0.499885,3.14159,-0,3.14159
0.4,0,0.499882,3.14159,-0,3.14159
0.4,0,0.49988,3.14159,-0,3.14159
0.4,0,0.499878,3.14159,-0,3.14159
0.4,0,0.499876,3.14159,-0,3.14159
0.4,0,0.499874,3.14159,-0,3.14159
0.4,0,0.499871,3.14159,-0,3.14159
0.4,0,0.499869,3.14159,-0,3.14159
0.4,0,0.499867,3.14159,-0,3.14159
0.4,0,0.499864,3.14159,-0,3.14159
0.4,0,0.499862,3.14159,-0,3.14159
0.4,0,0.499859,3.14159,-0,3.14159
0.4,0,0.499857,3.14159,-0,3.14159
0.4,0,0.499854,3.14159,-0,3.14159
0.4,0,0.499852,3.14159,-0,3.14159
0.4,0,0.499849,3.14159,-0,3.14159
0.4,0,0.499846,3.14159,-0,3.14159
0.4,0,0.499844,3.14159,-0,3.14159
0.4,0,0.499841,3.14159,-0,3.14159
0.4,0,0.499838,3.14159,-0,3.14159
0.4,0,0.499835,3.14159,-0,3.14159
0.4,0,0.499832,3.14159,-0,3.14159
0.4,0,0.49983,3.14159,-0,3.14159
0.4,0,0.499827,3.14159,-0,3.14159
0.4,0,0.499824,3.14159,-0,3.14159
0.4,0,0.499821,3.14159,-0,3.14159
0.4,0,0.499817,3.14159,-0,3.14159
0.4,0,0.499814,3.14159,-0,3.14159
0.4,0,0.499811,3.14159,-0,3.14159
